Wall time,Step,Value
1586947851.67647,1214,94.33344268798828
1586947853.55356,1215,95.31739807128906
1586947861.212765,1219,99.70023345947266
1586947871.928441,1224,98.9124526977539
1586947873.914048,1225,95.97572326660156
1586947878.953602,1227,99.07966613769531
1586947881.457339,1228,98.51356506347656
1586947889.320514,1232,97.53056335449219
1586947891.265635,1233,98.14630126953125
1586947893.484776,1234,97.71841430664062
1586947897.581423,1236,99.21357727050781
1586947904.343053,1239,98.17181396484375
1586947912.827302,1242,96.83807373046875
1586947916.766975,1244,92.73743438720703
1586947921.278245,1246,92.27607727050781
1586947923.917615,1247,95.48817443847656
1586947928.583554,1249,94.46563720703125
1586947931.096766,1250,100.41973876953125
1586947937.72898,1253,96.56723022460938
1586947939.744278,1254,96.30628967285156
1586947941.631138,1255,103.3218994140625
1586947945.763266,1257,96.67607879638672
1586947947.888481,1258,96.69345092773438
1586947949.900813,1259,97.34502410888672
1586947954.180218,1261,95.20738983154297
1586947957.706391,1262,95.92808532714844
1586947960.214839,1263,94.25868225097656
1586947963.110967,1264,95.44599914550781
1586947965.554185,1265,92.22925567626953
1586947967.663183,1266,91.8840560913086
1586947978.557034,1271,91.30328369140625
1586947980.802924,1272,97.58430480957031
1586947984.713651,1274,94.9978256225586
1586947992.566347,1278,97.85865020751953
1586947994.820305,1279,93.522216796875
1586947999.777554,1281,94.60215759277344
1586948008.485371,1285,97.28145599365234
1586948012.537159,1287,94.8404541015625
1586948017.17729,1289,99.31069946289062
1586948021.380825,1291,88.69525146484375
1586948023.427868,1292,93.82479095458984
1586948025.475241,1293,96.22350311279297
1586948027.561303,1294,97.05105590820312
1586948032.549408,1296,94.32311248779297
1586948038.555008,1299,90.8168716430664
1586948040.460755,1300,96.2271499633789
1586948044.778386,1302,86.21672058105469
1586948046.940553,1303,95.09031677246094
1586948049.059566,1304,98.34324645996094
1586948053.200777,1306,97.15895080566406
1586948063.808165,1310,90.30755615234375
1586948068.262881,1312,94.69145202636719
1586948070.341206,1313,95.05311584472656
1586948074.684692,1315,93.85487365722656
1586948076.99885,1316,95.63189697265625
1586948083.203339,1319,95.27852630615234
1586948086.075176,1320,94.49274444580078
1586948096.326293,1325,95.17362976074219
1586948098.681613,1326,90.41191101074219
1586948100.643463,1327,89.30145263671875
1586948102.628739,1328,91.52619171142578
1586948109.347955,1330,93.59619903564453
1586948114.796402,1332,96.8652114868164
1586948117.296785,1333,93.52247619628906
1586948119.547427,1334,98.4948501586914
1586948121.615629,1335,96.2365493774414
1586948123.608461,1336,91.05358123779297
1586948127.864795,1337,93.00785827636719
1586948135.33378,1340,89.50233459472656
1586948142.455068,1343,91.28730010986328
1586948146.680172,1345,93.0373306274414
1586948151.354172,1347,96.2528076171875
1586948153.429293,1348,90.8571548461914
1586948155.670095,1349,93.3656997680664
1586948157.683301,1350,92.82850646972656
1586948159.783929,1351,93.33216094970703
1586948167.624561,1355,93.73992156982422
1586948175.675632,1359,91.44002532958984
1586948179.694279,1361,93.00132751464844
1586948181.640743,1362,100.23870849609375
1586948187.434958,1365,93.59180450439453
1586948189.350386,1366,96.07473754882812
1586948191.306559,1367,95.22576141357422
1586948197.311244,1370,89.26673126220703
1586948203.724004,1373,93.8384780883789
1586948206.004782,1374,93.75662994384766
1586948208.22057,1375,95.65003967285156
1586948212.554574,1377,94.68348693847656
1586948214.535638,1378,95.0177001953125
1586948216.45718,1379,93.24129486083984
1586948222.329422,1382,89.1072006225586
1586948226.145321,1384,88.78690338134766
1586948228.067764,1385,94.27534484863281
1586948229.949261,1386,92.54876708984375
1586948231.850976,1387,90.13721466064453
1586948233.737429,1388,91.21357727050781
1586948235.636055,1389,93.46647644042969
1586948239.433318,1391,94.75904846191406
1586948241.34995,1392,97.52523040771484
1586948247.064832,1395,100.57819366455078
1586948256.711092,1400,93.56226348876953
1586948280.162818,1412,88.54802703857422
1586948282.264389,1413,94.02474975585938
1586948284.268497,1414,91.06090545654297
1586948286.392498,1415,94.19380187988281
1586948294.77673,1419,93.75843811035156
1586948301.295864,1422,94.23282623291016
1586948303.25034,1423,98.633056640625
1586948307.016079,1425,87.73577880859375
1586948308.854731,1426,93.41676330566406
1586948310.793321,1427,88.42365264892578
1586948312.962695,1428,92.99320220947266
1586948316.990056,1430,92.74573516845703
1586948321.130265,1432,91.9637222290039
1586948323.088344,1433,91.88797760009766
1586948325.126717,1434,92.086181640625
1586948329.107892,1436,98.622314453125
1586948331.08886,1437,92.9558334350586
1586948333.246536,1438,90.52977752685547
1586948337.042843,1440,94.18848419189453
1586948340.875688,1442,88.40361785888672
1586948352.345352,1448,96.89835357666016
1586948356.122439,1450,90.53793334960938
1586948368.059313,1455,87.56159210205078
1586948370.017676,1456,89.74482727050781
1586948380.314705,1460,90.40223693847656
1586948393.069459,1465,93.16044616699219
1586948395.469279,1466,87.4962158203125
1586948404.136918,1470,92.95804595947266
1586948413.825889,1474,91.93424224853516
1586948421.040793,1477,88.96717071533203
1586948428.523343,1480,90.30419158935547
1586948430.802059,1481,90.34434509277344
1586948433.021202,1482,90.27531433105469
1586948439.677613,1485,95.81035614013672
1586948441.820751,1486,92.48048400878906
1586948448.562298,1489,96.37873077392578
1586948452.696719,1491,89.1232681274414
1586948454.838011,1492,96.04832458496094
1586948456.853535,1493,95.94200134277344
1586948470.261276,1500,91.15635681152344
1586948472.12233,1501,98.40670776367188
1586948473.992458,1502,92.58818054199219
1586948475.857099,1503,89.50443267822266
1586948479.696701,1505,95.47061157226562
1586948481.576317,1506,90.26202392578125
1586948483.453847,1507,91.70492553710938
1586948485.365251,1508,94.09901428222656
1586948487.234738,1509,93.33478546142578
1586948489.138996,1510,91.04298400878906
1586948490.996664,1511,91.93083953857422
1586948492.929311,1512,92.61336517333984
1586948494.824547,1513,87.06523132324219
1586948500.562765,1516,85.8886947631836
1586948504.485241,1518,91.9893569946289
1586948513.928498,1523,90.93801879882812
1586948516.015944,1524,89.06600189208984
1586948517.95378,1525,89.10409545898438
1586948522.215999,1527,87.63101959228516
1586948536.867607,1534,90.80378723144531
1586948540.645851,1536,90.10302734375
